naziv, pib, grad, adresa, tip, broj_automata_ili_uplatnih_mesta 
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лазаревац, Краља Петра И 31, аутомати, 18
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лазаревац, Милована Лазаревића 51, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лазаревац, Милована Лазаревића 51, аутомати, 18
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лазаревац, Николе Вујачића 8-10, аутомати, 8
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лазаревац, Николе Вујачића 8-10, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лебане, Бошњаце, Нема улице бб (к.п.3493), аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Јужноморавских бригада 243, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Јужноморавских бригада 243, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Масариков трг 29, аутомати, 11
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Масариков трг 29, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Светозара Марковића 11, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Светозара Марковића 11, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Трг Револуције 33, аутомати, 10
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лесковац, Трг Револуције 33, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лозница, Владе Зечевића 6, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лозница, Владе Зечевића 6, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Лозница, Светог Саве 2, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Брзи брод, 29. Новембра ББ, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Брзи брод, 29. Новембра бб, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар др. Зорана Ђинђића 33, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Зорана Ђинђића 33, аутомати, 14
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Немањића 15а, аутомати, 19
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Немањића 2, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Немањића 2, аутомати, 13
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Немањића 85а, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Немањића 85а, Т.Ц. Зона ИИ, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Немањића бр. 15 А, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Булевар Св. Цара Константина 17б, аутомати, 11
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Вожда Карађорђа 116, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Вожда Карађорђа 116, аутомати, 18
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Драгише Цветковић 31а, аутомати, 9
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Драгише Цветковића 31а, локал 3, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Ђердапска 91, аутомати, 11
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Епископска 76, аутомати, 13
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Епископска 76, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Николе Пашића 28, аутомати, 62
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Николе Пашића 28, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Обилићев венац 7, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Обилићев венац 7, аутомати, 12
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Обилићев венац 96, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Обилићев венац 96, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Обреновићева бб, аутомати, 25
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Синђелићев трг 28, аутомати, 18
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Синђелићев трг 28, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Стефана Првовенчаног 48, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Стефана Првовенчаног 48, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Топличина 11, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Топличина 11, аутомати, 10
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Трг Светог Саве 6, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Медиана, Ниш, Трг Светог Саве 6/2, аутомати, 11
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Мерошина, Јастребачки партизани бб, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Мерошина, Јастребачки партизани бб, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нишка Бања, Заплењска 6, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нишка Бања, Заплењска 6, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нишка Бања, Трг Републике 19, аутомати, 10
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нишка Бања, Трг Републике 19, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нова Варош, Карађорђева 5, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нова Варош, Карађорђева 5, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Антифаш. борбе 17, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Антифашистичке борбе 17, аутомати, 10
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Булевар Зорана Ђинђића 65, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Булевар Зорана Ђинђића 65, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Грамшијева 9, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Грамшијева бр. 9, аутомати, 21
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Исмета Мујезиновића 25, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Исмета Мујезиновића 25, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Јурија Гагарина 22г, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Јурија Гагарина 22г, аутомати, 14
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Јурија Гагарина 87-89, аутомати, 13
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Народних хероја 63а, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Народних хероја 63а, аутомати, 11
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Нехруова 56а, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Студентска 45, аутомати, 24
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Студентска 45, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Београд, Сурчинска 63, аутомати, 32
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Кнежевац, Краља Петра И Карађорђевића 45, аутомати, 14
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Кнежевац, Краља Петра И Карађорђевића 45, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Вишеградска 44, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Вишеградска бр.44, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Дубровачка бб, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Дубровачка бб, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Мур 211, аутомати, 8
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Мур 211, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Слава Рашковића 3, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Пазар, Слава Рашковића 3, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Бате Бркића 6, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Бате Бркића 6, аутомати, 13
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Бранка Бајића 9, аутомати, 10
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Бранка Бајића 9, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Бранка Ћопића 11, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Бранка Ћопића 11, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Браће Поповић 10, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Браће Поповића 10, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Јаше Томића 24, аутомати, 15
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Јаше Томића 24, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Јована Дучића 7, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Јована Дучића 7, аутомати, 9
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Кнеза Милоша 19, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Кнеза Милоша 19, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 129, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 129, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 131, аутомати, 31
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар Ослобођења 131, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 27, аутомати, 21
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 27, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 30, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 30, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 46а, аутомати, 7
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 46а, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 8, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар ослобођења 8, аутомати, 5
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар цара Лазара 86, аутомати, 13
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Булевар цара Лазара бр. 86, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Ветерник, Драге Дејановић 1а, аутомати, 9
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Ветерник, Драге Дејановић 1а, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Ветерник, Омладинска 7, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Ветерник, Омладинска 7, аутомати, 11
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Војводе Шупљикца 45, аутомати, 13
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Војводе Шупљикцан 45, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Ђорђа Никшића Јохана 16, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Ђорђа Никшића Јохана 16, аутомати, 6
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Железничка 43, кладионица, 1
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Железничка 43, аутомати, 16
DAN PLUS INTERNATIONAL D.O.O. NOVI SAD, 102233977, Нови Сад, Јанка Веселиновића 4, аутомати, 5
